"","POS_mm","RghtLft","SECTION","volume","volume D","volume V","index","index D","index V","mb","set","src","position"
"8",1.5,"right","distal",0.046124,0.02629525,0.01982875,17.0895,17.9617,16.2173,"MB11",1,"MB11-1","right distal"
"4149",1.6,"left","distal",0.001,7e-04,3e-04,0.8416,1.0028,0.6803,"MB21",2,"MB21-2","left distal"
"5103",1.6,"left","distal",0.0029,0.0012,0.0016,4.0233,4,4.0466,"MB23",1,"MB23-1","left distal"
"5497",1.6,"left","distal",0.0029,0.0021,0.0019,2.4209,1.5428,3.299,"MB23",2,"MB23-2","left distal"
"691",1.6,"left","distal",0.0052,0.0032,0.002,1.7893,1.7954,1.7832,"MB12",2,"MB12-2","left distal"
"3853",1.6,"left","distal",0.0154,0.0014,0.0141,14.9936,15,14.9873,"MB21",1,"MB21-1","left distal"
"454",1.6,"left","distal",0.032,0.0063,0.0257,24.9025,25,24.805,"MB12",1,"MB12-1","left distal"
"3563",1.6,"left","distal",0.0002205,6.75e-06,0.00027725,1.1947,1.6868,0.7026,"MB19",2,"MB19-2","left distal"
"2104",1.6,"left","distal",0.0002455,8.45e-05,0.00019375,2.1866,2.4892,1.8841,"MB17",1,"MB17-1","left distal"
"9",1.6,"left","distal",0.000981,0.00051175,0.00046925,0.2691,0.2216,0.3167,"MB11",1,"MB11-1","left distal"
"1484",1.6,"left","distal",0.0045595,0.00118325,0.00338075,8.9872,9,8.9743,"MB14",1,"MB14-1","left distal"
"237",1.6,"right","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","right distal"
"2618",1.6,"right","distal",0,0,0,0,0,0,"MB18",1,"MB18-1","right distal"
"4750",1.6,"right","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","right distal"
"4392",1.6,"right","proximal",4.5e-06,7.5e-07,5.75e-05,0.781,1.4753,0.0866,"MB22",1,"MB22-1","right proximal"
"2943",1.6,"right","proximal",6.25e-05,0,0.0001095,0.1193,0,0.2386,"MB18",2,"MB18-2","right proximal"
"3264",1.6,"right","proximal",0.00028275,4.975e-05,0.0002365,0.51,0.534,0.4861,"MB19",1,"MB19-1","right proximal"
"1204",1.6,"right","proximal",0.0007775,0.00041025,0.00039275,1.2231,0.8218,1.6244,"MB13",2,"MB13-2","right proximal"
"916",1.6,"right","proximal",0.00629275,0.00068375,0.00586775,6.8533,3.4953,10.2113,"MB13",1,"MB13-1","right proximal"
"238",1.7,"left","distal",0,0,2.1e-05,0.4819,0.8991,0.0647,"MB11",2,"MB11-2","left distal"
"4751",1.7,"left","distal",0.00016575,5.5e-05,0.0001125,0.4918,0.084,0.8996,"MB22",2,"MB22-2","left distal"
"2619",1.7,"left","distal",0.00080925,0.00036375,0.0004635,2.1222,2.2125,2.0319,"MB18",1,"MB18-1","left distal"
"1825",1.7,"left","distal",0.00092775,0.0001765,0.00092575,3.0537,2.6346,3.4728,"MB14",2,"MB14-2","left distal"
"2356",1.7,"left","distal",0.011598,0.007489,0.004109,16.9682,17,16.9363,"MB17",2,"MB17-2","left distal"
"1205",1.7,"left","proximal",8.55e-05,2.175e-05,8.575e-05,0.6944,1.2342,0.1546,"MB13",2,"MB13-2","left proximal"
"3265",1.7,"left","proximal",0.0004205,0.000201,0.0002195,0.7786,1.1895,0.3676,"MB19",1,"MB19-1","left proximal"
"4393",1.7,"left","proximal",0.00051375,0,0.00148,2.5195,1,4.039,"MB22",1,"MB22-1","left proximal"
"917",1.7,"left","proximal",0.0173615,0.002762,0.0149665,5.602,4.7914,6.4126,"MB13",1,"MB13-1","left proximal"
"2944",1.7,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"692",1.7,"right","distal",0.006,0.0043,0.0017,3.6996,5.3245,2.0748,"MB12",2,"MB12-2","right distal"
"3854",1.7,"right","distal",0.0185,7e-04,0.0178,17.9966,18,17.9931,"MB21",1,"MB21-1","right distal"
"5498",1.7,"right","distal",0.0263,0.0163,0.01,9.8999,10.9163,8.8835,"MB23",2,"MB23-2","right distal"
"5104",1.7,"right","distal",0.0738,0.0428,0.031,38.4946,40.243,36.7461,"MB23",1,"MB23-1","right distal"
"455",1.7,"right","distal",0.0739,0.0395,0.0347,31.0147,31.9866,30.0429,"MB12",1,"MB12-1","right distal"
"3564",1.7,"right","distal",0.0010415,0.00010175,0.00099225,1.4047,1.4499,1.3595,"MB19",2,"MB19-2","right distal"
"1485",1.7,"right","distal",0.0081,0.0042535,0.0038465,11.989,12,11.978,"MB14",1,"MB14-1","right distal"
"10",1.7,"right","distal",0.03425575,0.019184,0.01507175,14.5093,14.9258,14.0928,"MB11",1,"MB11-1","right distal"
"5499",1.8,"left","distal",0.0021,0.0014,0.002,2.4843,1.3954,3.5731,"MB23",2,"MB23-2","left distal"
"5105",1.8,"left","distal",0.003,0.0015,0.0015,3.9953,4.1675,3.8232,"MB23",1,"MB23-1","left distal"
"4150",1.8,"left","distal",0.0032,0.002,0.0012,2.0417,3.0219,1.0616,"MB21",2,"MB21-2","left distal"
"693",1.8,"left","distal",0.0048,0.0029,0.0019,1.5132,1.4983,1.528,"MB12",2,"MB12-2","left distal"
"3855",1.8,"left","distal",0.0278,0.0043,0.0235,22.9885,23,22.9769,"MB21",1,"MB21-1","left distal"
"456",1.8,"left","distal",0.0334,0.0075,0.0259,24.4738,24.9337,24.014,"MB12",1,"MB12-1","left distal"
"2105",1.8,"left","distal",0.0001555,0.0001205,5.425e-05,1.3893,1.2131,1.5655,"MB17",1,"MB17-1","left distal"
"3565",1.8,"left","distal",0.0002185,1.8e-05,0.0002605,1.063,1.65,0.476,"MB19",2,"MB19-2","left distal"
"11",1.8,"left","distal",0.0013705,0.00069675,0.00067375,0.3757,0.3006,0.4508,"MB11",1,"MB11-1","left distal"
"1486",1.8,"left","distal",0.00611175,0.00137575,0.0047515,14.9818,15,14.9637,"MB14",1,"MB14-1","left distal"
"239",1.8,"right","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","right distal"
"2357",1.8,"right","distal",0,0,0,0,0,0,"MB17",2,"MB17-2","right distal"
"2620",1.8,"right","distal",0,0,0,0,0,0,"MB18",1,"MB18-1","right distal"
"4752",1.8,"right","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","right distal"
"4394",1.8,"right","proximal",0,0,3.625e-05,0.8587,1.636,0.0814,"MB22",1,"MB22-1","right proximal"
"1206",1.8,"right","proximal",7.325e-05,2.65e-05,6.75e-05,0.55,0.0438,1.0561,"MB13",2,"MB13-2","right proximal"
"2945",1.8,"right","proximal",0.00033425,0,0.00045025,0.2558,0,0.5116,"MB18",2,"MB18-2","right proximal"
"3266",1.8,"right","proximal",0.00037675,2.475e-05,0.000368,0.8379,1.1836,0.4922,"MB19",1,"MB19-1","right proximal"
"918",1.8,"right","proximal",0.00675325,0.00154325,0.00560375,6.4787,3.8486,9.1089,"MB13",1,"MB13-1","right proximal"
"4753",1.9,"left","distal",6.45e-05,3.775e-05,4.875e-05,0.2024,0.053,0.3518,"MB22",2,"MB22-2","left distal"
"2621",1.9,"left","distal",0.000535,0.00017575,0.000397,1.7997,1.5821,2.0173,"MB18",1,"MB18-1","left distal"
"1826",1.9,"left","distal",0.001637,0.000662,0.001057,3.7554,3.7766,3.7342,"MB14",2,"MB14-2","left distal"
"2358",1.9,"left","distal",0.0124765,0.00840125,0.00407525,18.9,19,18.8,"MB17",2,"MB17-2","left distal"
"240",1.9,"left","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","left distal"
"1207",1.9,"left","proximal",6.4e-05,6.75e-06,8.5e-05,0.6205,1.0915,0.1496,"MB13",2,"MB13-2","left proximal"
"3267",1.9,"left","proximal",0.00045275,0.000197,0.0002665,1.0271,1.6027,0.4514,"MB19",1,"MB19-1","left proximal"
"4395",1.9,"left","proximal",0.00047875,0,0.00140725,2.1297,0.3448,3.9146,"MB22",1,"MB22-1","left proximal"
"919",1.9,"left","proximal",0.0153505,0.00259025,0.0132,5.3441,4.3846,6.3037,"MB13",1,"MB13-1","left proximal"
"2946",1.9,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"694",1.9,"right","distal",0.0032,0.002,0.0012,2.0417,2.846,1.2375,"MB12",2,"MB12-2","right distal"
"3856",1.9,"right","distal",0.0225,0.0011,0.0215,21.9958,22,21.9916,"MB21",1,"MB21-1","right distal"
"5500",1.9,"right","distal",0.0436,0.0301,0.0135,13.6989,15.2258,12.172,"MB23",2,"MB23-2","right distal"
"457",1.9,"right","distal",0.0725,0.0405,0.0323,30.238,31.6359,28.8401,"MB12",1,"MB12-1","right distal"
"5106",1.9,"right","distal",0.0754,0.0469,0.0285,36.9451,38.5972,35.293,"MB23",1,"MB23-1","right distal"
"3566",1.9,"right","distal",0.001289,8.175e-05,0.00122125,1.2979,0.6347,1.9612,"MB19",2,"MB19-2","right distal"
"1487",1.9,"right","distal",0.00833425,0.0045895,0.0037465,11.9853,12,11.9707,"MB14",1,"MB14-1","right distal"
"12",1.9,"right","distal",0.02745175,0.014259,0.013201,12.7538,12.7797,12.7279,"MB11",1,"MB11-1","right distal"
"5501",2,"left","distal",0.0014,9e-04,0.0019,2.3606,1.3667,3.3545,"MB23",2,"MB23-2","left distal"
"4151",2,"left","distal",0.002,0.0014,7e-04,1.603,2.4705,0.7355,"MB21",2,"MB21-2","left distal"
"5107",2,"left","distal",0.0032,0.0019,0.0013,4.1253,4.4148,3.8358,"MB23",1,"MB23-1","left distal"
"695",2,"left","distal",0.0046,0.0028,0.0018,1.5604,1.4224,1.6983,"MB12",2,"MB12-2","left distal"
"458",2,"left","distal",0.034,0.0079,0.0262,24.0733,24.0683,24.0784,"MB12",1,"MB12-1","left distal"
"3857",2,"left","distal",0.0406,0.0065,0.0341,31.9912,32,31.9823,"MB21",1,"MB21-1","left distal"
"2106",2,"left","distal",0.00012925,0.000105,9.2e-05,1.5136,0.7465,2.2806,"MB17",1,"MB17-1","left distal"
"3567",2,"left","distal",0.00030575,5.125e-05,0.0004045,1.9369,3.246,0.6278,"MB19",2,"MB19-2","left distal"
"13",2,"left","distal",0.000461,2.975e-05,0.000454,0.7096,0.7005,0.7186,"MB11",1,"MB11-1","left distal"
"1488",2,"left","distal",0.0069185,0.00145375,0.0054825,18.9823,19,18.9646,"MB14",1,"MB14-1","left distal"
"2622",2,"right","distal",0.00011175,6.725e-05,0.00012025,0.3256,0.3668,0.2844,"MB18",1,"MB18-1","right distal"
"241",2,"right","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","right distal"
"2359",2,"right","distal",0,0,0,0,0,0,"MB17",2,"MB17-2","right distal"
"4754",2,"right","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","right distal"
"4396",2,"right","proximal",9.5e-06,0,8.4e-05,1.0662,2.0138,0.1186,"MB22",1,"MB22-1","right proximal"
"3268",2,"right","proximal",0.00022025,2.425e-05,0.0002055,0.3931,0.4857,0.3004,"MB19",1,"MB19-1","right proximal"
"1208",2,"right","proximal",0.0003235,0.00025875,0.00012875,1.5933,1.0048,2.1818,"MB13",2,"MB13-2","right proximal"
"2947",2,"right","proximal",0.0004125,0,0.0005345,0.6181,0,1.2363,"MB18",2,"MB18-2","right proximal"
"920",2,"right","proximal",0.007048,0.00228025,0.0051135,6.0776,4.2848,7.8704,"MB13",1,"MB13-1","right proximal"
"4755",2.1,"left","distal",0.00013775,8.15e-05,7.85e-05,0.2372,0.1035,0.371,"MB22",2,"MB22-2","left distal"
"2623",2.1,"left","distal",0.0007305,0.000231,0.0005555,2.325,1.7131,2.9369,"MB18",1,"MB18-1","left distal"
"1827",2.1,"left","distal",0.00128025,0.0005045,0.000861,2.7862,2.354,3.2183,"MB14",2,"MB14-2","left distal"
"2360",2.1,"left","distal",0.013278,0.00916725,0.00411075,19.7079,20,19.4158,"MB17",2,"MB17-2","left distal"
"242",2.1,"left","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","left distal"
"1209",2.1,"left","proximal",0.0001135,3.475e-05,8.8e-05,0.6848,1.2253,0.1443,"MB13",2,"MB13-2","left proximal"
"3269",2.1,"left","proximal",0.0004055,0.000203,0.00020275,0.835,1.3648,0.3053,"MB19",1,"MB19-1","left proximal"
"4397",2.1,"left","proximal",0.0005285,0,0.001557,1.9616,0,3.9231,"MB22",1,"MB22-1","left proximal"
"921",2.1,"left","proximal",0.013575,0.0026395,0.01139125,4.7483,4,5.4965,"MB13",1,"MB13-1","left proximal"
"2948",2.1,"left","proximal",0,0,0,0,0,0,"MB18",2,"MB18-2","left proximal"
"696",2.1,"right","distal",0.0017,0.001,7e-04,1.047,1.4354,0.6586,"MB12",2,"MB12-2","right distal"
"3858",2.1,"right","distal",0.026,0.0017,0.0242,24.9959,25,24.9918,"MB21",1,"MB21-1","right distal"
"5502",2.1,"right","distal",0.0509,0.0373,0.0136,14.3652,16.184,12.5465,"MB23",2,"MB23-2","right distal"
"5108",2.1,"right","distal",0.0688,0.0441,0.0247,33.804,35.0848,32.5231,"MB23",1,"MB23-1","right distal"
"459",2.1,"right","distal",0.0705,0.0407,0.03,30.0604,31.7785,28.3423,"MB12",1,"MB12-1","right distal"
"3568",2.1,"right","distal",0.000924,1.8e-05,0.0009285,1.0012,0.5795,1.4228,"MB19",2,"MB19-2","right distal"
"1489",2.1,"right","distal",0.00858625,0.00493125,0.00366,12.9781,13,12.9561,"MB14",1,"MB14-1","right distal"
"14",2.1,"right","distal",0.018636,0.00830825,0.01042225,10.7787,10.5074,11.0499,"MB11",1,"MB11-1","right distal"
"4152",2.2,"left","distal",0.001,8e-04,3e-04,1.4049,2.1869,0.6229,"MB21",2,"MB21-2","left distal"
"5503",2.2,"left","distal",0.0013,7e-04,0.002,2.4748,1.7572,3.1925,"MB23",2,"MB23-2","left distal"
"5109",2.2,"left","distal",0.0025,0.0017,9e-04,3.8002,4.219,3.3814,"MB23",1,"MB23-1","left distal"
"697",2.2,"left","distal",0.0048,0.0029,0.0019,1.5851,1.9114,1.2588,"MB12",2,"MB12-2","left distal"
"460",2.2,"left","distal",0.0335,0.0078,0.0257,22.3114,21.6495,22.9733,"MB12",1,"MB12-1","left distal"
"3859",2.2,"left","distal",0.0452,0.0081,0.0371,34.9878,35,34.9756,"MB21",1,"MB21-1","left distal"
"2107",2.2,"left","distal",0.000122,2e-05,0.00012825,1.6469,1.0185,2.2753,"MB17",1,"MB17-1","left distal"
"3569",2.2,"left","distal",0.000225,3.6e-05,0.000392,2.3771,4.2512,0.503,"MB19",2,"MB19-2","left distal"
"15",2.2,"left","distal",0.000645,7.05e-05,0.000598,1.0645,1.2036,0.9254,"MB11",1,"MB11-1","left distal"
"1490",2.2,"left","distal",0.00748,0.00153825,0.005952,18.1929,18.5355,17.8503,"MB14",1,"MB14-1","left distal"
"2624",2.2,"right","distal",0.00025875,0.00014825,0.0001105,0.4677,0.6373,0.2981,"MB18",1,"MB18-1","right distal"
"243",2.2,"right","distal",0.00043475,4.35e-05,0.000425,0.9769,1,0.9537,"MB11",2,"MB11-2","right distal"
"2361",2.2,"right","distal",0,0,0,0,0,0,"MB17",2,"MB17-2","right distal"
"4756",2.2,"right","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","right distal"
"4398",2.2,"right","proximal",1.4e-05,0,0.00011175,1.4597,2.638,0.2814,"MB22",1,"MB22-1","right proximal"
"1210",2.2,"right","proximal",0.00013125,3.125e-05,0.000119,0.4149,0.1846,0.6452,"MB13",2,"MB13-2","right proximal"
"2949",2.2,"right","proximal",0.00038575,6.2e-05,0.0004035,0.8547,0.9106,0.7987,"MB18",2,"MB18-2","right proximal"
"3270",2.2,"right","proximal",0.000419,5.45e-05,0.00039175,1.0666,1.5603,0.5729,"MB19",1,"MB19-1","right proximal"
"922",2.2,"right","proximal",0.00792025,0.00354625,0.00467675,7.1692,6.3004,8.0379,"MB13",1,"MB13-1","right proximal"
"4757",2.3,"left","distal",0.000283,0.00019625,0.00010075,0.967,1,0.9341,"MB22",2,"MB22-2","left distal"
"2625",2.3,"left","distal",0.00073025,0.00025475,0.00050975,1.491,0.4911,2.4909,"MB18",1,"MB18-1","left distal"
"1828",2.3,"left","distal",0.0014575,0.0004795,0.001103,2.4338,1.0309,3.8367,"MB14",2,"MB14-2","left distal"
"2362",2.3,"left","distal",0.0138325,0.00987775,0.00395475,19.9727,20,19.9454,"MB17",2,"MB17-2","left distal"
"244",2.3,"left","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","left distal"
"1211",2.3,"left","proximal",7.625e-05,3.4e-05,6.575e-05,0.8634,1.5461,0.1807,"MB13",2,"MB13-2","left proximal"
"3271",2.3,"left","proximal",0.000457,0.0002095,0.0002475,0.8588,1.3469,0.3707,"MB19",1,"MB19-1","left proximal"
"4399",2.3,"left","proximal",0.000552,0,0.00166675,1.9528,0,3.9057,"MB22",1,"MB22-1","left proximal"
"2950",2.3,"left","proximal",0.00150325,0.00040525,0.001164,0.7808,0.8146,0.747,"MB18",2,"MB18-2","left proximal"
"923",2.3,"left","proximal",0.008949,0.0009955,0.00821025,3.8927,3.2521,4.5334,"MB13",1,"MB13-1","left proximal"
"698",2.3,"right","distal",0.0014,7e-04,8e-04,1.0394,1.1688,0.9099,"MB12",2,"MB12-2","right distal"
"3860",2.3,"right","distal",0.0281,0.0024,0.0257,26.996,27,26.9919,"MB21",1,"MB21-1","right distal"
"5504",2.3,"right","distal",0.0555,0.0415,0.0139,14.6745,16.5127,12.8363,"MB23",2,"MB23-2","right distal"
"5110",2.3,"right","distal",0.0639,0.0419,0.022,31.6387,32.9008,30.3766,"MB23",1,"MB23-1","right distal"
"461",2.3,"right","distal",0.0676,0.0402,0.0276,28.8587,30.6547,27.0628,"MB12",1,"MB12-1","right distal"
"3570",2.3,"right","distal",0.00033575,4.25e-06,0.00033925,0.5361,0.1919,0.8803,"MB19",2,"MB19-2","right distal"
"1491",2.3,"right","distal",0.00875875,0.00516875,0.00359025,12.9886,13,12.9773,"MB14",1,"MB14-1","right distal"
"16",2.3,"right","distal",0.0122055,0.00431825,0.0081225,8.4895,7.6755,9.3036,"MB11",1,"MB11-1","right distal"
"4153",2.4,"left","distal",0.001,8e-04,2e-04,0.8273,1.2228,0.4319,"MB21",2,"MB21-2","left distal"
"5505",2.4,"left","distal",0.0015,6e-04,0.0019,2.3082,1.4866,3.1297,"MB23",2,"MB23-2","left distal"
"5111",2.4,"left","distal",0.0026,0.0018,9e-04,3.3749,3.7836,2.9661,"MB23",1,"MB23-1","left distal"
"699",2.4,"left","distal",0.0046,0.0027,0.0019,1.3461,1.3215,1.3707,"MB12",2,"MB12-2","left distal"
"462",2.4,"left","distal",0.0335,0.0069,0.0269,21.1158,19.3062,22.9254,"MB12",1,"MB12-1","left distal"
"3571",2.4,"left","distal",0.0001005,2.6e-05,0.00020425,0.921,1.5945,0.2476,"MB19",2,"MB19-2","left distal"
"3861",2.4,"left","distal",0.0464,0.01,0.0363,34.9926,35,34.9852,"MB21",1,"MB21-1","left distal"
"2108",2.4,"left","distal",0.0001975,4.325e-05,0.0001675,1.4976,1.1254,1.8698,"MB17",1,"MB17-1","left distal"
"17",2.4,"left","distal",0.00081125,7.85e-05,0.00076425,1.2848,1.3875,1.1822,"MB11",1,"MB11-1","left distal"
"1492",2.4,"left","distal",0.00832225,0.0017,0.00671175,16.7273,15.4098,18.0448,"MB14",1,"MB14-1","left distal"
"2626",2.4,"right","distal",0.00021125,9.5e-05,0.0001165,0.4055,0.4823,0.3288,"MB18",1,"MB18-1","right distal"
"245",2.4,"right","distal",0.0003965,0.00020225,0.00021225,0.6983,0.7249,0.6717,"MB11",2,"MB11-2","right distal"
"4758",2.4,"right","distal",0.002188,0.00112525,0.00113925,1.4719,1.512,1.4318,"MB22",2,"MB22-2","right distal"
"2363",2.4,"right","distal",0,0,0,0,0,0,"MB17",2,"MB17-2","right distal"
"4400",2.4,"right","proximal",1.65e-05,0,6.6e-05,0.4273,0.4707,0.3839,"MB22",1,"MB22-1","right proximal"
"2951",2.4,"right","proximal",7.625e-05,0,0.0001665,0.2949,0.1727,0.4171,"MB18",2,"MB18-2","right proximal"
"1212",2.4,"right","proximal",0.00011325,6.05e-05,5.9e-05,0.1237,0.119,0.1284,"MB13",2,"MB13-2","right proximal"
"3272",2.4,"right","proximal",0.000221,6.35e-05,0.00018225,1.5536,2.8371,0.2702,"MB19",1,"MB19-1","right proximal"
"924",2.4,"right","proximal",0.008938,0.00471725,0.00442575,8.1195,8.0712,8.1679,"MB13",1,"MB13-1","right proximal"
"2627",2.5,"left","distal",0.000679,0.00017175,0.0005335,2.1478,1.2847,3.011,"MB18",1,"MB18-1","left distal"
"1829",2.5,"left","distal",0.00178675,0.00064425,0.00120575,2.725,1.22,4.2301,"MB14",2,"MB14-2","left distal"
"2364",2.5,"left","distal",0.01463675,0.0106755,0.00396125,20.7897,21,20.5794,"MB17",2,"MB17-2","left distal"
"246",2.5,"left","distal",0,0,0,0,0,0,"MB11",2,"MB11-2","left distal"
"4759",2.5,"left","distal",0,0,0,0,0,0,"MB22",2,"MB22-2","left distal"
"1213",2.5,"left","proximal",9.925e-05,4.05e-05,8.625e-05,0.7614,1.1552,0.3675,"MB13",2,"MB13-2","left proximal"
"3273",2.5,"left","proximal",0.00048675,0.000223,0.00026375,1.2974,1.9802,0.6146,"MB19",1,"MB19-1","left proximal"
"4401",2.5,"left","proximal",0.0005875,0,0.0016925,2.3413,0,4.6825,"MB22",1,"MB22-1","left proximal"
"2952",2.5,"left","proximal",0.0012925,0.000269,0.001123,0.6368,0.5968,0.6768,"MB18",2,"MB18-2","left proximal"
"925",2.5,"left","proximal",0.00329875,0.000167,0.00331675,1.8781,1.5348,2.2214,"MB13",1,"MB13-1","left proximal"
"700",2.5,"right","distal",0.0014,7e-04,7e-04,0.9726,1.0412,0.9041,"MB12",2,"MB12-2","right distal"
"3862",2.5,"right","distal",0.0309,0.0031,0.0278,29.9947,30,29.9895,"MB21",1,"MB21-1","right distal"
"3572",2.5,"right","distal",0.00014325,2.5e-07,0.00017975,1.0962,1.25,0.9424,"MB19",2,"MB19-2","right distal"
"5506",2.5,"right","distal",0.0581,0.0439,0.0142,14.962,16.7609,13.1631,"MB23",2,"MB23-2","right distal"
"5112",2.5,"right","distal",0.0612,0.0408,0.0204,29.4966,30.6609,28.3322,"MB23",1,"MB23-1","right distal"
"463",2.5,"right","distal",0.0647,0.0388,0.026,27.7862,29.3889,26.1836,"MB12",1,"MB12-1","right distal"
"1493",2.5,"right","distal",0.00895925,0.0053815,0.00357775,12.9916,13,12.9832,"MB14",1,"MB14-1","right distal"
"18",2.5,"right","distal",0.010356,0.003139,0.007483,7.5836,6.4508,8.7164,"MB11",1,"MB11-1","right distal"
"4154",2.6,"left","distal",0.0011,9e-04,3e-04,1.4816,2.4511,0.512,"MB21",2,"MB21-2","left distal"
"5507",2.6,"left","distal",0.002,9e-04,0.0019,2.7166,2.317,3.1162,"MB23",2,"MB23-2","left distal"
"5113",2.6,"left","distal",0.0023,0.0015,8e-04,3.1878,3.6583,2.7173,"MB23",1,"MB23-1","left distal"
"701",2.6,"left","distal",0.0045,0.0026,0.0019,1.3981,1.724,1.0722,"MB12",2,"MB12-2","left distal"
"2109",2.6,"left","distal",1.775e-05,9.5e-06,1.8e-05,1.4627,1.3183,1.607,"MB17",1,"MB17-1","left distal"
"464",2.6,"left","distal",0.0334,0.0067,0.028,20.1692,17.7763,22.562,"MB12",1,"MB12-1","left distal"
"3863",2.6,"left","distal",0.0475,0.012,0.0356,34.9908,35,34.9817,"MB21",1,"MB21-1","left distal"
"19",2.6,"left","distal",0.00095025,9.6e-05,0.00087575,1.2301,1.2829,1.1773,"MB11",1,"MB11-1","left distal"
"1494",2.6,"left","distal",0.0089465,0.001869,0.00712025,16.9594,14.851,19.0677,"MB14",1,"MB14-1","left distal"
"3573",2.6,"left","distal",0,0,0,0,0,0,"MB19",2,"MB19-2","left distal"
"2628",2.6,"right","distal",0.00034725,0.00014075,0.0002065,0.7081,0.7189,0.6974,"MB18",1,"MB18-1","right distal"
"247",2.6,"right","distal",0.000653,0.00040475,0.000255,0.9963,1.0045,0.988,"MB11",2,"MB11-2","right distal"
"4760",2.6,"right","distal",0.001153,0.000105,0.00107425,1.3695,0.1913,2.5476,"MB22",2,"MB22-2","right distal"
"2365",2.6,"right","distal",0,0,0,0,0,0,"MB17",2,"MB17-2","right distal"
"4402",2.6,"right","proximal",1.5e-06,0,7.25e-05,0.3563,0.008,0.7046,"MB22",1,"MB22-1","right proximal"
"2953",2.6,"right","proximal",0.0001515,0,0.0003235,1.0921,1.0339,1.1503,"MB18",2,"MB18-2","right proximal"
"3274",2.6,"right","proximal",0.00029225,0.00014275,0.000152,1.496,2.8307,0.1614,"MB19",1,"MB19-1","right proximal"
"1214",2.6,"right","proximal",0.00063975,0.000535,0.00010575,0.8606,1.4362,0.2849,"MB13",2,"MB13-2","right proximal"
"926",2.6,"right","proximal",0.00867575,0.00492,0.00396375,6.6638,6.8167,6.5109,"MB13",1,"MB13-1","right proximal"
"2629",2.7,"left","distal",0.0004805,0.00011125,0.00039925,1.9934,1.1763,2.8104,"MB18",1,"MB18-1","left distal"
"1830",2.7,"left","distal",0.00129375,0.00033375,0.0010425,2.3528,0.7406,3.9651,"MB14",2,"MB14-2","left distal"
